OBJECTIVE	#mobile #nokia New ARM chip to offer high-end power to low-cost handsets: LG and Samsung sign to ... http://t.co/4uRSQGCr #iphone #apple	
OBJECTIVE	Hmm New Ipad or Mac? Decisions decisions!!!! HELP FOLLOWERS!	
NEGATIVE	i don't understand why acrobat reader is the top free app for iPad.  Unless you're reading certificated PDFs, its not needed at all. #b	
POSITIVE	Finna Buy A Macbook And Beats Headphones Tonight #Winning	
OBJECTIVE	Is golf like TW PGA Tour 2012 for iPhone, just shot a 56(-16) round St.Andrews, what's the fuss about @IanJamesPoulter @WestwoodLee & co!	
POSITIVE	Want an iPhone. Now. Please.	
OBJECTIVE	@eaboyeji @DoubleEph Unimpeachable answer :) PS.Nw that I think abt it,shall we ever knw exactly what role other ppls genius played in Apple	
POSITIVE	my dad bought an iPad 2 for my mom! oh wow))))	
NEGATIVE	@hotdogsladies it's silly that apple doesn't let you see what you have on iCloud through iTunes...maybe next iOS	
POSITIVE	Me too! But i wouldn't mind the Iphone 4s w/ Siri RT @bee323: I absolutely love the iPhone update.	
POSITIVE	@Dublins_RiRi me ipad haha	
OBJECTIVE	@clauders11 how are you on your dad's iPad, did he not take it with him?	
OBJECTIVE	360 Degrees Rotating Stand (Orange) Leather Case for Apple iPad 2 with smart cover wake/sleep capability:   360 ... http://t.co/fev2okAd	
NEGATIVE	AT&T: 100 Million Wireless Users But Q3 Growth Slowed Without New iPhone http://t.co/clA98Yhw	
NEGATIVE	I'm one of those people who turns things around on the other person even though its my fault.. I hate being wrong.	
POSITIVE	@NellyNellz19 lol I feel u, I like this phone, but I def need the iPhone, I think its a lil better	
POSITIVE	@JennySteffens I made your Caramel Apple Dumplings last night. They were so delicious! The perfect treat after my Pumpkin Spice Ribs.	
NEGATIVE	@SkateFoss I hate cases. I prefer Gelaskins for a understated less obnoxious look (that Apple logo seems to get bigger!) cc: @toxicmenges	
POSITIVE	If u dnt have an iPhone then honestly u not gettin the full phone experience	
POSITIVE	Apple Passes 15 Million Views for iPhone 4S Videos - Apple is expecting its iPhone 4S to break sales records in the ... http://t.co/GIDypudf	
NEGATIVE	Apple also provides incorrect proof in Dutch lawsuit http://t.co/6kwSt9mh	
NEGATIVE	"1st attempt to get #AT&T to unlock end-of-contract #3GS - told ""can't"" & transferred to #Apple.  Told it's AT&Ts job. Already knew that :-("	
OBJECTIVE	By the way, i'm restoring from iTunes with the iPhone plugged into my mac. I know I could do an icloud restore, I just figure this is faster	
POSITIVE	RT @kaylabaylabeck: Really liking the new iPhone update... Just need the iPhone 4s to go along with it! #apple #waitingformyupgrade	
